Time,Balance,Product,Value,Unit
January 2022,Net Electricity Production,Total Combustible Fuels,18413.4195,GWh
January 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1572.5713,GWh
January 2022,Net Electricity Production,Oil and Petroleum Products,764.5841,GWh
January 2022,Net Electricity Production,Natural Gas,14209.7708,GWh
January 2022,Net Electricity Production,Combustible Renewables,1631.6882,GWh
January 2022,Net Electricity Production,Other Combustible Non-Renewables,234.8051,GWh
January 2022,Net Electricity Production,Hydro,2483.8858,GWh
January 2022,Net Electricity Production,Wind,2556.9056,GWh
January 2022,Net Electricity Production,Solar,1249.9111,GWh
January 2022,Net Electricity Production,Geothermal,479.5639,GWh
January 2022,Net Electricity Production,Not Specified,43.0052,GWh
January 2022,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8401.9545,GWh
January 2022,Total Imports,Electricity,3184.7316,GWh
January 2022,Total Exports,Electricity,645.1986,GWh
January 2022,Used for pumped storage,Electricity,172.3883,GWh
January 2022,Distribution Losses,Electricity,1626.2534,GWh
January 2022,Final Consumption (Calculated),Electricity,25967.5824,GWh
December 2021,Net Electricity Production,Electricity,25337.0213,GWh
December 2021,Net Electricity Production,Nuclear,0.0,GWh
December 2021,Net Electricity Production,Total Combustible Fuels,17996.9642,GWh
December 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1524.7447,GWh
December 2021,Net Electricity Production,Oil and Petroleum Products,1017.9777,GWh
December 2021,Net Electricity Production,Natural Gas,13549.9923,GWh
December 2021,Net Electricity Production,Combustible Renewables,1660.7533,GWh
December 2021,Net Electricity Production,Other Combustible Non-Renewables,243.4962,GWh
December 2021,Net Electricity Production,Hydro,3125.8446,GWh
December 2021,Net Electricity Production,Wind,2833.3181,GWh
December 2021,Net Electricity Production,Solar,877.3371,GWh
December 2021,Net Electricity Production,Geothermal,468.0709,GWh
December 2021,Net Electricity Production,Other Renewables,0.0,GWh
December 2021,Net Electricity Production,Not Specified,35.4863,GWh
December 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8965.324,GWh
December 2021,Total Imports,Electricity,2875.2124,GWh
December 2021,Total Exports,Electricity,600.2021,GWh
December 2021,Used for pumped storage,Electricity,334.9323,GWh
December 2021,Distribution Losses,Electricity,1585.4266,GWh
December 2021,Final Consumption (Calculated),Electricity,25691.6728,GWh
November 2021,Net Electricity Production,Electricity,24428.8713,GWh
November 2021,Net Electricity Production,Nuclear,0.0,GWh
November 2021,Net Electricity Production,Total Combustible Fuels,18318.4269,GWh
November 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1566.3764,GWh
November 2021,Net Electricity Production,Oil and Petroleum Products,1045.7726,GWh
November 2021,Net Electricity Production,Natural Gas,13919.9621,GWh
November 2021,Net Electricity Production,Combustible Renewables,1536.171,GWh
November 2021,Net Electricity Production,Other Combustible Non-Renewables,250.1447,GWh
November 2021,Net Electricity Production,Hydro,3007.5418,GWh
November 2021,Net Electricity Production,Wind,1725.6753,GWh
November 2021,Net Electricity Production,Solar,893.6731,GWh
November 2021,Net Electricity Production,Geothermal,448.0678,GWh
November 2021,Net Electricity Production,Other Renewables,0.0,GWh
November 2021,Net Electricity Production,Not Specified,35.4863,GWh
November 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",7611.1291,GWh
November 2021,Total Imports,Electricity,2746.2029,GWh
November 2021,Total Exports,Electricity,572.1926,GWh
November 2021,Used for pumped storage,Electricity,320.3247,GWh
November 2021,Distribution Losses,Electricity,1528.3307,GWh
November 2021,Final Consumption (Calculated),Electricity,24754.2263,GWh
October 2021,Net Electricity Production,Electricity,22219.1085,GWh
October 2021,Net Electricity Production,Nuclear,0.0,GWh
October 2021,Net Electricity Production,Total Combustible Fuels,15187.875,GWh
October 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1269.9572,GWh
October 2021,Net Electricity Production,Oil and Petroleum Products,847.8719,GWh
October 2021,Net Electricity Production,Natural Gas,11285.7647,GWh
October 2021,Net Electricity Production,Combustible Renewables,1581.4737,GWh
October 2021,Net Electricity Production,Other Combustible Non-Renewables,202.8076,GWh
October 2021,Net Electricity Production,Hydro,3135.0232,GWh
October 2021,Net Electricity Production,Wind,1670.4939,GWh
October 2021,Net Electricity Production,Solar,1718.1585,GWh
October 2021,Net Electricity Production,Geothermal,472.0715,GWh
October 2021,Net Electricity Production,Other Renewables,0.0,GWh
October 2021,Net Electricity Production,Not Specified,35.4863,GWh
October 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8577.2208,GWh
October 2021,Total Imports,Electricity,4458.3294,GWh
October 2021,Total Exports,Electricity,227.0764,GWh
October 2021,Used for pumped storage,Electricity,222.2448,GWh
October 2021,Distribution Losses,Electricity,1519.4148,GWh
October 2021,Final Consumption (Calculated),Electricity,24708.7019,GWh
September 2021,Net Electricity Production,Electricity,22927.1675,GWh
September 2021,Net Electricity Production,Nuclear,0.0,GWh
September 2021,Net Electricity Production,Total Combustible Fuels,16006.863,GWh
September 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1352.1635,GWh
September 2021,Net Electricity Production,Oil and Petroleum Products,902.756,GWh
September 2021,Net Electricity Production,Natural Gas,12016.3105,GWh
September 2021,Net Electricity Production,Combustible Renewables,1519.6974,GWh
September 2021,Net Electricity Production,Other Combustible Non-Renewables,215.9356,GWh
September 2021,Net Electricity Production,Hydro,3186.0158,GWh
September 2021,Net Electricity Production,Wind,989.2534,GWh
September 2021,Net Electricity Production,Solar,2251.4796,GWh
September 2021,Net Electricity Production,Geothermal,458.0694,GWh
September 2021,Net Electricity Production,Other Renewables,0.0,GWh
September 2021,Net Electricity Production,Not Specified,35.4863,GWh
September 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",8404.5155,GWh
September 2021,Total Imports,Electricity,4296.3174,GWh
September 2021,Total Exports,Electricity,179.0603,GWh
September 2021,Used for pumped storage,Electricity,225.375,GWh
September 2021,Distribution Losses,Electricity,1555.1926,GWh
September 2021,Final Consumption (Calculated),Electricity,25263.8571,GWh
August 2021,Net Electricity Production,Electricity,23009.1046,GWh
August 2021,Net Electricity Production,Nuclear,0.0,GWh
August 2021,Net Electricity Production,Total Combustible Fuels,13337.2391,GWh
August 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1101.2637,GWh
August 2021,Net Electricity Production,Oil and Petroleum Products,735.2457,GWh
August 2021,Net Electricity Production,Natural Gas,9786.6317,GWh
August 2021,Net Electricity Production,Combustible Renewables,1538.2303,GWh
August 2021,Net Electricity Production,Other Combustible Non-Renewables,175.8678,GWh
August 2021,Net Electricity Production,Hydro,4930.9816,GWh
August 2021,Net Electricity Production,Wind,1428.6987,GWh
August 2021,Net Electricity Production,Solar,2813.6288,GWh
August 2021,Net Electricity Production,Geothermal,463.0701,GWh
August 2021,Net Electricity Production,Other Renewables,0.0,GWh
August 2021,Net Electricity Production,Not Specified,35.4863,GWh
August 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",11174.6094,GWh
August 2021,Total Imports,Electricity,3993.2951,GWh
August 2021,Total Exports,Electricity,275.0926,GWh
August 2021,Used for pumped storage,Electricity,211.8108,GWh
August 2021,Distribution Losses,Electricity,1534.6746,GWh
August 2021,Final Consumption (Calculated),Electricity,24980.8216,GWh
July 2021,Net Electricity Production,Electricity,26015.7955,GWh
July 2021,Net Electricity Production,Nuclear,0.0,GWh
July 2021,Net Electricity Production,Total Combustible Fuels,15901.0276,GWh
July 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1342.2854,GWh
July 2021,Net Electricity Production,Oil and Petroleum Products,896.1609,GWh
July 2021,Net Electricity Production,Natural Gas,11928.5258,GWh
July 2021,Net Electricity Production,Combustible Renewables,1519.6974,GWh
July 2021,Net Electricity Production,Other Combustible Non-Renewables,214.3581,GWh
July 2021,Net Electricity Production,Hydro,5372.5772,GWh
July 2021,Net Electricity Production,Wind,1407.6294,GWh
July 2021,Net Electricity Production,Solar,2829.0038,GWh
July 2021,Net Electricity Production,Geothermal,470.0712,GWh
July 2021,Net Electricity Production,Other Renewables,0.0,GWh
July 2021,Net Electricity Production,Not Specified,35.4863,GWh
July 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",11598.9789,GWh
July 2021,Total Imports,Electricity,4630.3421,GWh
July 2021,Total Exports,Electricity,244.0822,GWh
July 2021,Used for pumped storage,Electricity,151.2934,GWh
July 2021,Distribution Losses,Electricity,1745.8553,GWh
July 2021,Final Consumption (Calculated),Electricity,28504.9068,GWh
June 2021,Net Electricity Production,Electricity,23726.7237,GWh
June 2021,Net Electricity Production,Nuclear,0.0,GWh
June 2021,Net Electricity Production,Total Combustible Fuels,13587.4855,GWh
June 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1126.3503,GWh
June 2021,Net Electricity Production,Oil and Petroleum Products,751.9944,GWh
June 2021,Net Electricity Production,Natural Gas,10009.5693,GWh
June 2021,Net Electricity Production,Combustible Renewables,1519.6974,GWh
June 2021,Net Electricity Production,Other Combustible Non-Renewables,179.8741,GWh
June 2021,Net Electricity Production,Hydro,5795.8156,GWh
June 2021,Net Electricity Production,Wind,963.1676,GWh
June 2021,Net Electricity Production,Solar,2885.6992,GWh
June 2021,Net Electricity Production,Geothermal,459.0695,GWh
June 2021,Net Electricity Production,Other Renewables,0.0,GWh
June 2021,Net Electricity Production,Not Specified,35.4863,GWh
June 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",11623.4493,GWh
June 2021,Total Imports,Electricity,3766.2783,GWh
June 2021,Total Exports,Electricity,225.0758,GWh
June 2021,Used for pumped storage,Electricity,197.2031,GWh
June 2021,Distribution Losses,Electricity,1565.0229,GWh
June 2021,Final Consumption (Calculated),Electricity,25505.7001,GWh
May 2021,Net Electricity Production,Electricity,21122.4569,GWh
May 2021,Net Electricity Production,Nuclear,0.0,GWh
May 2021,Net Electricity Production,Total Combustible Fuels,11006.882,GWh
May 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",875.783,GWh
May 2021,Net Electricity Production,Oil and Petroleum Products,584.7061,GWh
May 2021,Net Electricity Production,Natural Gas,7782.846,GWh
May 2021,Net Electricity Production,Combustible Renewables,1623.6875,GWh
May 2021,Net Electricity Production,Other Combustible Non-Renewables,139.8594,GWh
May 2021,Net Electricity Production,Hydro,4758.6267,GWh
May 2021,Net Electricity Production,Wind,1975.4969,GWh
May 2021,Net Electricity Production,Solar,2880.8945,GWh
May 2021,Net Electricity Production,Geothermal,465.0704,GWh
May 2021,Net Electricity Production,Other Renewables,0.0,GWh
May 2021,Net Electricity Production,Not Specified,35.4863,GWh
May 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",11703.776,GWh
May 2021,Total Imports,Electricity,3675.2716,GWh
May 2021,Total Exports,Electricity,227.0764,GWh
May 2021,Used for pumped storage,Electricity,296.3264,GWh
May 2021,Distribution Losses,Electricity,1410.1952,GWh
May 2021,Final Consumption (Calculated),Electricity,22864.1304,GWh
April 2021,Net Electricity Production,Electricity,21174.8854,GWh
April 2021,Net Electricity Production,Nuclear,0.0,GWh
April 2021,Net Electricity Production,Total Combustible Fuels,13558.8011,GWh
April 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1117.0422,GWh
April 2021,Net Electricity Production,Oil and Petroleum Products,745.78,GWh
April 2021,Net Electricity Production,Natural Gas,9926.8511,GWh
April 2021,Net Electricity Production,Combustible Renewables,1590.7401,GWh
April 2021,Net Electricity Production,Other Combustible Non-Renewables,178.3876,GWh
